Datetime,Longitude,Latitude,Kedalaman,Magnitude,Keterangan,Clus_Db
2018-03-31,110.69,-8.88,10,4.0,"
	Pusat gempa di laut 90 km BaratDaya PACITAN-JATIM
",-1
2018-04-02,108.99,-8.61,78,3.3,"
	Pusat gempa di laut101 km BaratDaya CILACAP-JATENG
",-1
2018-04-03,112.48,-7.88,10,3.2,"
	Pusat gempa didarat 5 km baratlaut Batu-Jatim
",-1
2018-04-05,112.43,-8.37,6,3.2,"
	Pusat gempa di darat 34 km BaratDaya KAB-MALANG-JATIM
",-1
2018-04-07,114.5297383,-6.9,40,0.0,,-1
2018-04-08,110.36,-8.68,25,3.4,"
	Pusat gempa di laut, 77 km BaratDaya GUNUNGKIDUL-DIY
",1
2018-04-10,112.41,-8.71,20,2.7,"
	Pusat gempa dilaut&nbsp; 62 km BaratDaya KAB-MALANG-JATIM
",-1
2018-04-11,108.72,-7.4,10,3.0,"
	Pusat gempa di darat 20 km Tenggara BANJAR-JABAR
",-1
2018-04-12,111.25,-8.94,30,4.4,"
	Pusat gempa di laut, 86 km Tenggara PACITAN-JATIM
",-1
2018-04-13,110.18,-8.22,10,2.6,"
	Pusat gempa dilaut 40 km baratdaya Bantul-DIY
",-1
2018-04-15,112.37,-8.64,101,3.3,"
	Pusat gempa di laut 58 km BaratDaya KAB-MALANG-JATIM
",2
2018-04-18,109.66,-7.22,10,4.2,"
	di darat 19 km Tenggara KAB-PEKALONGAN-JATENG
",-1
2018-04-19,111.42,-8.54,9,2.8,"
	Pusat gempa di laut 53 km Tenggara PACITAN-JATIM
",0
2018-04-20,109.07,-8.33,26,3.2,"
	Pusat gempa di laut 70 km Tenggara CILACAP-JATENG
",-1
2018-04-21,109.62,-7.33,11,3.4,"
	Pusat gempa di darat 14 km BaratLaut BANJARNEGARA-JATENG
",-1
2018-04-23,113.62,-8.65,10,4.2,"
	Pusata gempa dilaut&nbsp; 52 km Barat daya Jember Jatim
",-1
2018-04-25,110.87,-8.56,24,2.6,"
	Pusat gempa di laut 49 km BaratDaya PACITAN-JATIM
",-1
2018-04-27,110.48,-8.03,10,2.5,"
	Pusat gempa di darat 15 km Barat Laut Gunungkidul - DIY
",-1
2018-04-29,110.31,-8.37,7,2.6,"
	Pusat gempa di laut 50 km BaratDaya BANTUL-DIY
",-1
2018-04-30,112.38,-8.82,30,3.0,"
	Pusat gempa di laut 74 km BaratDaya KAB-MALANG-JATIM
",2
2018-05-01,111.61,-7.97,103,2.5,"
	Pusat gempa di darat 17 km BaratLaut TRENGGALEK-JATIM
	&nbsp;
",-1
2018-05-02,111.07,-6.42,12,4.3,"
	Pusat gempa di laut 36 km TimurLaut PATI-JATENG dirasakan di Pati dan Jepara II SIG (II-III MMI)
",-1
2018-05-03,111.85,-8.53,10,3.0,"
	Pusat gempa di laut 50 km Tulungagung Jawa Timur
",-1
2018-05-04,112.99,-7.37,12,2.6,"
	Pusat gempa di laut 32 km timur laut kota Pasuruan Jawa Timur
",-1
2018-05-05,111.46,-8.66,24,2.7,"
	Pusat gempa di laut 66 km Tenggara PACITAN-JATIM
",-1
2018-05-08,114.1351114,-6.9,50,0.0,,-1
2018-05-09,113.32,-8.02,135,2.8,"
	Pusat gempa di darat, 21 km TimurLaut LUMAJANG-JATIM
",-1
2018-05-10,110.35,-8.66,35,3.0,"
	Pusat gempa di laut 75 km BaratDaya GUNUNGKIDUL-DIY
",1
2018-05-14,111.91,-7.62,10,2.4,"
	Pusat gempa di darat, 2 km Tenggara NGANJUK-JATIM
",-1
2018-05-15,112.62,-8.99,18,3.2,"
	Pusat gempa di laut 83 km BaratDaya KAB-MALANG-JATIM
",2
2018-05-16,110.28,-8.85,29,3.2,"
	Pusat gempa di laut 98 km Barat Daya Gunungkidul - DIY
",1
2018-05-17,111.8980576,-6.5,52,0.0,,-1
2018-05-20,109.68,-8.32,19,2.8,"
	Pusat gempa di laut 72 km Tenggara KEBUMEN-JATENG)
",-1
2018-05-25,113.98,-7.91,10,2.1,"
	Pusat gempa di darat 10 km TimurLaut BONDOWOSO-JATIM
",-1
2018-05-30,111.99,-8.63,85,3.8,"
	Pusat gempa di laut 59 km Tenggara TULUNGAGUNG-JATIM
",-1
2018-05-31,113.71,-8.75,90,3.0,"
	Pusat gempa di laut 64 km Tenggara JEMBER-JATIM
",-1
2018-06-02,110.95,-8.98,20,3.4,"
	Pusat gempa dilaut 90 km baratdaya Pacitan-Jatim
",0
2018-06-03,111.25,-8.67,14,2.7,"
	Pusat gempa di laut 56 km Tenggara PACITAN-JATIM
",0
2018-06-04,111.29,-7.62,7,2.8,"
	Pusat gempa di darat 6 km BaratLaut Magetan - Jawa Timur
",-1
2018-06-05,112.54,-8.85,40,3.9,"
	Pusat gempa di laut 70 km BaratDaya Malang - Jawatimur
",-1
2018-06-06,111.21,-8.93,10,3.3,"
	Pusat gempa berada di laut 84 km Tenggara PACITAN-JATIM
",0
2018-06-08,112.51,-8.88,91,3.6,"
	Pusat gempa di laut 74 km BaratDaya KAB-MALANG-JATIM
",-1
2018-06-09,113.78,-7.54,15,3.0,"
	Pusat gempa di laut 30 km BaratLaut SITUBONO-JATIM
",-1
2018-06-12,113.36,-8.79,71,3.4,"
	Pusat gempa di laut 78 km BaratDaya JEMBER-JATIM
",-1
2018-06-13,113.98,-6.91,19,4.9,"
	Pusat gempa berada di darat 8 km TimurLaut SUMENEP-JATIM
",-1
2018-06-16,112.54,-7.82,4,2.8,"Pusat gempa di darat, 7 km TimurLaut BATU-JATIM",-1
2018-06-19,110.24,-8.92,10,4.1,"
	Pusat gempa di laut 107 km BaratDaya GUNUNGKIDUL-DIY
",-1
2018-06-20,110.73,-8.97,10,3.1,"
	Pusat gempa di laut 97 Km Barat Daya Pacitan - Jawa Timur
",0
2018-06-21,113.24,-8.64,10,3.4,"
	Pusat gempa di laut 61 km Tenggara LUMAJANG-JATIM
",-1
2018-06-22,107.335292,-7.3,62,0.0,,-1
2018-06-23,111.64,-8.42,99,3.4,"
	Pusat gempa di laut 37 km BaratDaya TRENGGALEK-JATIM
",-1
2018-06-24,109.78,-7.28,335,3.8,"
	Pusat gempa di darat 7 km TimurLaut BANJARNEGARA-JATENG
",-1
2018-06-26,109.14,-8.55,6,3.2,"
	Pusat gempa di laut 95 km Tenggara Cilacap - Jawa Tengah
",-1
2018-06-27,112.11,-8.87,27,4.2,"
	Pusat gempa di laut 82 km Barat daya Kab Blitar Jatim
",-1
2018-06-28,110.53,-8.56,23,2.9,"
	Pusat gempa di laut 59 km barat daya Gunung kidul DIY
",1
2018-06-29,108.73,-8.37,40,3.6,"
	Pusat gempa di laut 76 km Tenggara KAB-PANGANDARAN-JABAR
",-1
2018-06-30,111.3,-8.93,10,2.8,"
	86 km Tenggara PACITAN-JATIM
",0
2018-07-01,108.91,-8.65,20,3.3,"
	Pusat gempa di laut 106 km BaratDaya Cilacap - Jateng
",-1
2018-07-02,111.53,-7.54,10,2.2,"
	Pusat gempa di laut 10 km Utara KOTA-MADIUN-JATIM
",-1
2018-07-03,108.62,-8.15,72,3.7,"
	Pusat gempa d laut 51 km Barat daya Kab Pangandaran Jabar
",-1
2018-07-04,110.2,-8.67,50,2.9,"
	Pusat gempa di laut 84 km barat daya Gunungkidul DIY
",1
2018-07-05,112.52,-8.77,112,4.0,"
	Pusat gempa di laut 62 km BaratDaya KAB-MALANG-JATIM
",-1
2018-07-08,110.56,-8.97,10,4.0,"
	Pusat gempa di laut 104 km BaratDaya GUNUNGKIDUL-DIY
",-1
2018-07-09,112.36,-8.86,77,3.6,"
	Info Gempa Mag:3.6 SR, 09-Jul-18 13:10:27 WIB, Lok:8.86 LS,112.36 BT (79 km BaratDaya KAB-MALANG-JATIM), Kedlmn:77 Km ::BMKG-PGR VII
",-1
2018-07-13,111.37,-8.63,37,3.4,"
	Pusat gempa di laut 58 km Tenggara PACITAN-JATIM
",0
2018-07-16,110.9,-8.78,25,3.0,"
	Pusat gempa di laut 70 km BaratDaya PACITAN-JATIM
",0
2018-07-17,111.26,-8.84,30,3.1,"
	Pusat gempa dilaut 75 km tenggara Pacitan-Jatim
",0
2018-07-18,111.07,-7.86,24,2.6,"
	Pusat gempa didarat 3 km TimurLuat WONOGIRI-JATENG
",-1
2018-07-22,110.47,-8.92,10,2.9,"
	Pusat gempa di laut 100 km BaratDaya GUNUNGKIDUL-DIY
",1
2018-07-24,110.63,-8.26,112,3.4,"
	Pusat gempa berada di laut 25 km Tenggara GUNUNGKIDUL-DIY
",-1
2018-07-26,108.69,-8.18,60,3.1,"
	Pusat gempa di laut 55 km Tenggara KAB-PANGADARAN-JABAR
",-1
2018-07-29,108.97,-8.35,20,3.1,"
	Pusat gempa di laut 72 km Barat daya Cilacap Jateng
",-1
2018-08-02,112.168117,-6.0,80,0.0,,-1
2018-08-06,110.79,-8.79,52,3.5,"
	Pusat gempa di laut 76 km BaratDaya PACITAN-JATIM
",-1
2018-08-09,110.8,-8.8,70,2.8,"
	Pusat gempa dilaut 76 km BaratDaya Pacitan - Jawa Timur
",0
2018-08-10,112.49,-8.82,46,4.4,"
	Pusat gempa di laut 68 km BaratDaya Malang - Jawa Timur
",-1
2018-08-11,111.18,-8.64,16,3.3,"
	Pusat gempa di laut 51 km Tenggara PACITAN-JATIM
",0
2018-08-12,113.04,-8.84,15,3.7,"
	di laut 75 km Tenggara KAB-MALANG-JATIM
",-1
2018-08-13,108.96,-8.33,20,4.4,"
	Pusat gempa di laut, 70 km BaratDaya CILACAP-JATENG
",-1
2018-08-23,111.78,-8.12,7,3.0,"
	Pusat gempa di darat, 8 km Tenggara TRENGGALEK-JATIM
",-1
2018-08-28,109.89,-8.14,10,2.8,"
	Pusat gempa di laut 46 km BaratDaya KULONPROGO-DIY
",-1
2018-08-29,110.25,-8.9,10,3.7,"
	Pusat gempa dilaut104 km BaratDaya Gunungkidul - DI Yogyakarta
",-1
2018-08-31,110.58,-8.3,114,2.9,"
	Pusat gempa di laut 30 km BaratDaya GunungKidul-DIY
",-1
2018-09-02,110.1552142,-6.6,90,0.0,,-1
2018-09-03,112.86,-8.16,128,3.4,"
	Pusat gempa di darat 18 km TimurLaut KAb-MALANG-JATIM
",-1
2018-09-05,111.69,-8.88,30,3.9,"
	Pusat gempa di laut, 88 km BaratDaya TRENGGALEK-JATIM
",-1
2018-09-06,112.41,-8.96,30,3.1,"
	Pusat gempa dilaut 86 km BaratDaya KAB-MALANG-JATIM
	&nbsp;
",2
2018-09-07,109.37,-8.61,28,3.3,"
	Pusat gempa di laut 108 km Tenggara CILACAP-JATENG
",-1
2018-09-09,111.98,-8.5,90,4.1,"
	Pusat gempa di laut 45 km Tenggara TULUNGAGUNG-JATIM
",-1
2018-09-12,109.72,-8.32,72,3.2,"
	Pusat gempa di laut 72 km Tenggara KEBUMEN-JATENG
",-1
2018-09-15,111.47,-8.58,107,3.9,"
	Pusat gempa di laut, 60 km Tenggara PACITAN-JATIM
",-1
2018-09-16,109.9,-8.79,12,4.2,"
	Pusat gempa di laut, 110 km BaratDaya BANTUL-DIY
",-1
2018-09-17,111.0,-8.79,10,2.7,"
	Pusat gempa di laut 68 km Barat daya Pacitan Jatim
",0
2018-09-20,109.02,-8.82,10,3.6,"
	Pusat gempa di laut 124 km Barat daya Cilacap Jateng
",-1
2018-09-26,108.56,-8.99,20,3.5,"
	Pusat gempa di laut 145 km BaratDaya KAB-PANGANDARAN-JABAR
",-1
2018-09-27,111.5799248,-6.6,92,0.0,,-1
2018-09-28,112.23,-8.75,29,3.2,"
	Pusat gempa di laut 68 km Tenggara KAB-BLITAR-JATIM
",2
2018-10-01,110.04,-8.38,60,2.7,"
	Pusat gempa di laut 62 km BaratDaya KULONPROGO-DIY
",-1
2018-10-03,110.3,-8.88,11,3.4,"
	Pusat gempa di laut 100 km Barat Daya Gunungkidul - DIY
",1
2018-10-05,108.85,-8.38,40,3.9,"
	Pusat gempa di laut, 78 km BaratDaya CILACAP-JATENG
",-1
2018-10-08,111.85,-7.58,15,2.6,"
	Pusat gempa di darat 6 km BaratLaut NGANJUK-JATIM
",-1
2018-10-09,113.07,-6.19,576,4.6,"
	Pusat gempa di laut 95 km TimurLaut BANGKALAN-JATIM
",-1
2018-10-13,112.8582538,-6.3,10,0.0,,-1
2018-10-17,108.63,-8.5,52,3.3,"
	Pusat gempa di laut 90 km BaratDaya KAB-PANGANDARAN-JABAR
",-1
2018-10-19,110.32,-8.86,20,3.2,"
	Pusat gempa di Laut 97 km BaratDaya GUNUNGKIDUL-DIY
",1
2018-10-23,113.51,-7.56,10,3.3,"
	Pusat gempa di laut 34 km timur laut Kab. Probolinggo Jatim
",-1
2018-10-26,113.7501384,-6.6,10,0.0,,-1
2018-10-27,110.29,-8.9,60,3.0,"
	Pusat gempa di laut 103 km BaratDaya GUNUNGKIDUL-DIY
",1
2018-10-30,108.81,-8.32,28,2.5,"
	Pusat gempa di laut 72 km Tenggara KAB-PANGANDARAN-JABAR
",-1
2018-10-31,109.8,-8.96,10,3.2,"
	Pusat gempa di laut 132 Km Barat Daya Bantul - DIY
",-1
2018-11-01,109.01,-8.31,27,2.9,"
	Pusat gempa di laut 68 km BaratDaya CILACAP-JATENG
",-1
2018-11-06,111.31,-8.65,20,3.3,"
	Pusat gempa di laut 57 km Tenggara PACITAN-JATIM
",0
2018-11-10,113.87,-8.14,10,3.0,"
	Pusat gempa di darat 19 km BaratDaya BONDOWOSO-JATIM
",-1
2018-11-11,110.33,-8.86,15,3.2,"
	Pusat gempa di laut 97 km BaratDaya GUNUNGKIDUL-DIY
",1
2018-11-12,109.04,-8.57,10,2.9,"
	Pusat gempa di laut 96 km Tenggara Cilacap - Jawa Tengah
",-1
2018-11-14,112.28,-8.79,36,3.0,"
	Pusat gempa di laut 73 km Tenggara KAB-BLITAR-JATIM
",2
2018-11-17,111.19,-8.8,10,3.0,"
	Pusat gempa di laut 69 km Tenggara Pacitan-Jatim
",0
2018-11-18,112.58,-8.62,102,2.9,"
	Pusat gempa di laut, 44 km BaratDaya KAB-MALANG-JATIM
",-1
2018-11-19,112.11,-8.82,27,2.6,"
	Pusat gempa di laut, 77 km BaratDaya KAB-BLITAR-JATIM
",-1
2018-11-20,108.73,-8.37,32,2.8,"
	Pusat gempa di laut 76 km Tenggara KAB-PANGANDARAN-JABAR
",-1
2018-11-21,112.42,-8.92,25,3.2,"
	Pusat gempa di laut 82 km BaratDaya KAB-MALANG-JATIM
",2
2018-11-22,111.53,-7.82,11,2.5,"
	Pusat gempa di darat 8 km TimurLaut Ponorogo Jatim
",-1
2018-11-25,109.94,-8.96,23,4.1,"
	Pusat gempa di laut 125 km BaratDaya BANTUL-DIY
",-1
2018-11-27,109.31,-8.39,28,2.6,"
	pusat gempa di laut 83 km Tenggara CILACAP-JATENG
",-1
2018-11-28,110.71,-8.44,10,2.8,"
	Pusat gempa di laut, 46 km Tenggara GUNUNGKIDUL-DIY
",-1
2018-11-29,110.77,-8.59,9,3.3,"
	Pusat gempa di laut, 58 km BaratDaya PACITAN-JATIM
",-1
2018-11-30,110.23,-8.81,28,3.2,"
	Pusat gempa di laut 96 km BaratDaya GUNUNGKIDUL-DIY
",1
2018-12-02,109.79,-8.6,16,3.7,"
	Pusat gempa di laut 95 km BaratDaya KULONPROGO-DIY
",-1
2018-12-03,111.25,-8.75,39,3.1,"
	Pusat gempa di laut 65 km Tenggara Pacitan Jatim
",0
2018-12-05,112.12,-8.81,30,3.1,"
	Pusat gempa dilaut 76 km Barat Daya Bitar Jawa Timur
",2
2018-12-08,110.59,-8.96,10,3.0,"
	Pusat gempa di Laut&nbsp; 103 km BaratDaya Gunung Kidul - D.I Yogyakarta
",0
2018-12-11,108.93,-8.24,49,2.7,"
	Pusat gempa di laut 61 km BaratDaya CILACAP-JATENG
",-1
2018-12-15,108.88,-8.46,11,2.7,"
	Pusat gempa di laut 86 km BaratDaya CILACAP-JATENG
",-1
2018-12-16,108.6132332,-5.9,12,0.0,,-1
2018-12-17,109.2,-8.44,40,3.8,"
	Pusat gempa di laut 83 km Tenggara Cilacap Jateng
",-1
2018-12-21,107.5433273,-6.9,12,0.0,,-1
2018-12-22,108.94,-8.35,45,2.6,"
	Pusat gempa dilaut 73 km Barat Daya Cilacap Jateng
",-1
2018-12-23,111.08,-8.47,10,2.9,Pusat Gempa dilaut 32 km Barat Daya PACITAN-JATIM,0
2018-12-25,111.38,-8.83,10,3.6,"
	Pusat gempa di laut 78 km Tenggara PACITAN-JATIM
",-1
2018-12-27,110.9,-8.83,10,2.9,"
	Pusat gempa di laut 75 km Barat daya Pacitan Jatim
",0
2018-12-28,112.76,-8.98,10,3.3,"Pusat gempa (105 km Tenggara Malang-JATIM
",2
