Datetime,Longitude,Latitude,Kedalaman,Magnitude,Keterangan,Clus_Db
2022-01-21,110.4845,-7.92525,11,2.3,"
	Pusat gempa dilaut, 14 Km Tenggara Bantul DIY
",-1
2022-01-22,111.27,-8.87,13,2.8,"
	Pusat gempa di laut, 78 km Tenggara PACITAN-JATIM
",1
2022-01-23,111.32841,-8.72054,36,3.0,"
	Pusat gempa dilaut 65 km Tenggara Pacitan - Jatim
",-1
2022-01-24,109.91,-8.83,12,3.1,"
	Pusat gempa dilaut, 114 Km BaratDaya Bantul DIY
",-1
2022-01-25,110.3775,-8.67766,42,2.9,"
	Pusat gempa di laut, 80 km BaratDaya GUNUNGKIDUL, DIY
",-1
2022-01-26,114.0311632,-8.0,12,0.0,,-1
2022-01-28,111.8,-8.74,35,2.9,"
	Pusat gempa di laut, 73 km Tenggara TRENGGALEK-JATIM
",-1
2022-01-29,110.48481,-7.93571,17,1.4,"
	Pusat gempa didarat, 14 Km Tenggara Bantul DIY
",0
2022-01-31,111.82536,-8.98938,30,3.3,"
	Pusat gempa di laut 101 km Tenggara Trenggalek-Jatim
",-1
2022-02-03,111.21316,-7.19679,24,2.8,"
	Pusat gempa didarat 32 km TimurLaut SRAGEN-JATENG
",-1
2022-02-04,111.54348,-7.75204,52,3.0,"
	Pusat gempa didarat 12 km Tenggara KOTA-MADIUN-JATIM
",-1
2022-02-05,108.94625,-8.40815,10,3.1,"
	Pusat gempa di laut 76 km BaratDaya CILACAP-JATENG
",-1
2022-02-07,111.21237,-8.84221,23,3.2,"
	Pusat gempa dilaut 74 km Tenggara PACITAN-JATIM
",-1
2022-02-08,111.17578,-8.74563,19,2.9,"
	Pusat gempa di laut 63 km Tenggara PACITAN-JATIM
",-1
2022-02-09,109.76915,-8.78666,12,3.3,"
	Pusat gempa dilaut, 116 km BaratDaya Kulon Progo DIY
",-1
2022-02-10,109.01586,-8.30549,68,3.7,"
	Pusat Gempa berada di Laut, 64 km Tenggara CILACAP-JATENG
",-1
2022-02-11,110.73,-8.17,130,3.1,"
	Pusat gempa di darat 23 km Tenggara Gunungkidul
",-1
2022-02-12,110.29487,-8.83955,9,3.4,"
	Pusat gempa berada di laut 100 km Baratdaya Gunungkidul
",-1
2022-02-16,109.7647,-8.9731,28,2.9,"
	Pusat gempa di laut 135 KM BaratDaya BANTUL - DIY
",-1
2022-02-18,112.69,-7.84,108,3.0,"
	Pusat gempa didarat, 16 Km Timurlaut Kota Malang Jatim
",-1
2022-02-19,109.12587,-8.5033,66,2.7,"
	Pusat gempa di laut 87 km Tenggara CILACAP-JATENG
",-1
2022-02-20,111.34701,-8.99234,30,2.9,"
	Pusat gempa di laut 94 km Tenggara Pacitan-Jatim
",1
2022-02-21,110.49056,-7.93542,21,1.3,"
	Pusat gempa di laut 14 km BaratLaut GUNUNGKIDUL-DIY
",0
2022-02-22,109.29987,-8.65241,25,3.3,"
	Pusat gempa dilaut 107 km Tenggara CILACAP-JATENG
",-1
2022-02-24,111.48725,-8.65296,26,2.7,"
	Pusat gempa di laut 67 km BaratDaya TRENGGALEK-JATIM
",-1
2022-02-26,112.86692,-8.8561,33,3.4,"
	Pusat Gempa di laut, 86 km Tenggara KAB-MALANG-JATIM
",-1
2022-02-27,110.88649,-8.54584,34,2.9,"Pusat gempa di laut, 47 km BaratDaya PACITAN-JATIM",-1
2022-02-28,110.42851,-7.87881,16,1.8,"
	Pusat gempa didarat 8 km Timurlaut Bantul DIY
",-1
2022-03-01,110.80294,-8.44248,3,2.7,"
	pusat gempa di laut 44 km barat daya Pacitan-Jatim
",-1
2022-03-02,109.4975,-8.17398,73,3.1,"
	Pusat gempa di laut 58 km BaratDaya KEBUMEN-JATENG
",-1
2022-03-03,110.38371,-8.4436,60,2.8,"
	Pusat gempa dilaut, 55 km BaratDaya Gunungkidul DIY
",-1
2022-03-04,111.28743,-8.71695,63,2.8,"
	Pusat gempa di laut, 63 km Tenggara PACITAN-JATIM
",-1
2022-03-05,111.33073,-8.96881,10,3.2,"
	Pusat gempa di laut, 91 km Tenggara PACITAN-JATIM
",-1
2022-03-08,111.19664,-8.86207,28,3.1,"
	Pusat gempa di laut 76 km Tenggara PACITAN - JATIM
",-1
2022-03-11,108.94553,-7.51503,218,3.0,"
	Pusat gempa didarat, 23 km BaratLaut, Cilacap Jateng
",-1
2022-03-12,109.74171,-8.42238,39,2.5,"
	Pusat gempa di laut 81 km BaratDaya KULONPROGO-DIY
",-1
2022-03-14,111.52927,-8.80461,13,2.8,"
	Pusat gempa dilaut 81 km BaratDaya TRENGGALEK-JATIM
",-1
2022-03-15,111.06436,-8.82993,10,2.4,"
	Pusat gempa di laut, 72 km BaratDaya PACITAN-JATIM
",-1
2022-03-16,109.73571,-8.6606,12,2.6,"
	Pusat gempa dilaut, 104 km BaratDaya Kulon Progo DIY
",-1
2022-03-17,112.78471,-7.92655,10,3.0,"
	Pusat gempa di darat 17 km TimurLaut KOTA-MALANG-JATIM
",-1
2022-03-18,110.3779,-8.6237,35,2.8,"
	Pusat gempa di laut&nbsp;74 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-03-19,110.66267,-8.38846,16,2.4,"
	Pusat gempa di laut, 44 km Tenggara GUNUNGKIDUL-DIY
",-1
2022-03-23,110.8861,-8.9424,70,2.9,"
	Pusat gempa di laut 87 km BaratDaya Pacitan
",-1
2022-03-24,110.41154,-8.97579,7,2.7,"
	Pusat gempa dilaut 111 km BaratDaya GUNUNGKIDUL-DIY), Kedlmn:7 Km ::BMKG-PGR VII
",-1
2022-03-25,112.49828,-8.78292,10,3.9,"
	Pusat gempa dilaut 71 Km Barat Daya Malang - JATIM
",-1
2022-03-26,110.19737,-8.78547,35,2.6,"
	Pusat gempa di laut, 99 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-03-27,110.46919,-7.944442,11,1.2,"
	Pusat gempa di darat 13 km Tenggara BANTUL-DIY
",-1
2022-03-28,110.35714,-8.25627,106,2.7,"
	Pusat gempa di laut 39 km Tengara Bantul
",-1
2022-03-29,110.2856,-8.2841,17,2.7,"
	Pusat gempa di laut, 42 km BaratDaya BANTUL-DIY
",-1
2022-03-30,111.51,-8.95,23,2.6,"
	Pusat gempa di laut 96 km Tenggara PACITAN-JATIM
",-1
2022-03-31,110.44587,-7.97117,18,2.3,"
	Pusat gempa didarat 13 Km Tenggara Bantul - DIY, dirasakan di Imogiri dan Pungong-Bantul II MMI
",-1
2022-04-02,111.57452,-8.47784,104,2.5,"
	Pusat gempa di laut, 46 km BaratDaya TRENGGALEK-JATIM
",-1
2022-04-05,110.60707,-8.19233,136,4.8,"
	Pusat gempa di laut 21 km BaratDaya GUNUNGKIDUL-DIY&nbsp;Dirasakan di Gunungkidul, Bantul, Sleman, Trenggalek II MMI, Pacitan II-III MMI&nbsp;
",-1
2022-04-07,111.00233,-8.41525,75,3.0,"
	Pusat gempa di laut,&nbsp;29 km BaratDaya PACITAN-JATIM
",-1
2022-04-09,112.17083,-7.97799,10,2.1,"
	Pusat gempa di darat 13 km Timurlaut Kota Blitar - JATIM
",-1
2022-04-10,110.92087,-8.90349,28,3.5,"
	Pusat gempa dilaut 82 km BaratDaya Pacitan - Jatim
",-1
2022-04-11,112.14899,-8.75289,92,3.9,"
	Pusat gempa di laut 68 km BaratDaya KAB-BLITAR-JATIM
",-1
2022-04-12,111.9279,-8.9075,11,3.3,"
	Pusat gempa di laut 91 km BaratDaya KAB-BLITAR-JATIM
",-1
2022-04-13,110.77819,-8.4348,10,2.5,"
	Pusat gempa dilaut 45 km BaratDaya PACITAN-JATIM
",-1
2022-04-14,111.61864,-7.94378,10,2.6,"
	Pusat gempa di darat 18 Km Tenggara Ponorogo - JATIM
",-1
2022-04-15,110.4706,-7.94049,11,1.3,"
	Pusat gempa di darat, 13 km Tenggara Bantul DIY
",0
2022-04-16,111.05666,-8.97622,59,3.1,"
	Pusat gempa di laut 89 km BaratDaya PACITAN-JATIM
",-1
2022-04-17,110.42502,-8.0627,10,2.0,"
	Pusat gempa di darat 19 km Tenggara BANTUL-DIY

	&nbsp;
",-1
2022-04-18,110.51846,-8.98943,10,2.6,"
	Pusat gempa dilaut 111 km BaratDaya Gunungkidul - DIY
",-1
2022-04-19,112.02235,-8.23958,100,3.2,"
	Pusat gempa di darat, 22 km BaratDaya KOTA-BLITAR-JATIM
",-1
2022-04-20,111.46606,-8.77577,31,2.6,"
	Pusat gempa di laut 78 km Tenggara PACITAN-JATIM
",-1
2022-04-21,110.5,-8.02,13,1.5,"
	Pusat gempa di darat 12 km BaratDaya GUNUNGKIDUL-DIY
",0
2022-04-22,110.6011,-8.862,9,3.2,"
	Pusat gempa di laut 94 km BaratDaya PACITAN-JATIM
",-1
2022-04-23,110.34,-8.67,36,2.8,"
	Pusat gempa dilaut 80 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-04-24,110.3419,-8.86705,8,2.6,"
	Pusat gempa di laut, 101 Km BaratDaya Gunungkidul
",-1
2022-04-25,112.328,-7.63017,10,3.0,"
	Pusat gempa didarat 7 km Tenggara Jombang Jatim
",-1
2022-04-26,108.99651,-7.71658,201,2.8,"
	Pusat gempa di darat 1 km BaratLaut CILACAP-JATENG
",-1
2022-04-27,111.04401,-8.44249,10,2.2,"
	Pusat gempa dilaut 29 km BaratDaya Pacitan -jatim&nbsp;
",-1
2022-04-28,110.77864,-8.92333,25,2.9,"
	Pusat gempa dilaut, 89 km BaratDaya Pacitan Jatim
",-1
2022-04-30,111.6181,-8.30989,112,2.9,"
	Pusat gempa di darat 26 km&nbsp; Barat daya Trenggalek Jatim
",-1
2022-05-01,110.17921,-8.91918,22,3.1,"
	113 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-05-02,109.27161,-8.31191,40,2.9,"
	Pusat gempa di laut, 71 km Tenggara CILACAP-JATENG
",-1
2022-05-03,110.81375,-8.42422,14,2.6,"
	Pusat gempa di laut 41 km BaratDaya Pacitan - Jawa Timur
",-1
2022-05-04,112.78,-8.99,10,3.2,"
	Pusat gempa di laut, 97 km Tenggara KAB-MALANG-JATIM
",-1
2022-05-05,109.93162,-8.08556,4,3.8,"
	Pusat gempa di laut,&nbsp;40 km BaratDaya KULONPROGO-DIY dirasakan Kulon Progo, Bantul, Sleman, Gunungkidul
",-1
2022-05-06,111.31503,-7.91682,99,2.5,"
	Pusat gempa di darat 17 km BaratDaya Ponorogo - Jatim
",-1
2022-05-07,111.97169,-7.82889,130,2.6,"
	Pusat gempa di darat, 5 km BaratLaut KOTA-KEDIRI-JATIM
",-1
2022-05-09,110.9181,-8.79524,12,2.5,"
	Pusat gempa di laut 70 km BaratDaya PACITAN-JATIM
",-1
2022-05-10,111.05,-8.93,30,2.7,"
	Pusat gempa di laut,&nbsp;83 km BaratDaya PACITAN-JATIM
",-1
2022-05-11,111.2406,-8.95881,16,2.7,"
	Pusat gempa di laut 88 km Tenggara PACITAN-JATIM
",1
2022-05-12,109.39951,-8.55756,29,3.0,"
	Pusat gempa dilaut, 102 Km BaratDaya Kebumen Jateng
",-1
2022-05-13,109.22007,-8.39897,28,3.2,"
	Pusat gempa dilaut, 78 km Tenggara Cilacap Jateng
",-1
2022-05-15,110.45903,-7.8754,16,1.6,"
	Pusat gempa di darat 12 km TimurLaut Bantul DIY
",-1
2022-05-16,110.17322,-8.9185,79,3.2,"
	Pusat gempa di laut, 114 km BaratDaya BANTUL-DIY
",-1
2022-05-17,109.08064,-8.35401,32,3.4,"
	Pusat gempa di laut 69 km Tenggara CILACAP-JATENG
",-1
2022-05-18,109.09827,-8.35882,34,2.7,"
	Pusat gempa dilaut, 71 Km Tenggara Cilacap Jateng
",-1
2022-05-19,109.90534,-7.95331,105,2.6,"
	Pusat gempa dilaut 28 km BaratDaya PURWOREJO-JATENG
",-1
2022-05-20,110.34873,-8.69103,20,2.6,"
	Pusat gempa dilaut82 km BaratDaya Gunungkidul - DIY
",-1
2022-05-21,109.06907,-8.3195,29,2.8,"
	Pusat gempa di laut 66 km Tenggara CILACAP-JATENG
",-1
2022-05-22,109.06658,-8.17817,52,2.2,"
	Pusat gempa di laut, 50 km Tenggara Cilacap Jateng
",-1
2022-05-24,109.16352,-8.26244,32,2.7,"
	Pusat gempa dilaut 61 Km Tenggara Cilacap - Jateng
",-1
2022-05-25,111.5703,-7.87,12,2.9,"
	Pusat gempa di darat,&nbsp;11 km Tenggara PONOROGO-JATIM
",-1
2022-05-26,109.08139,-8.2399,45,2.7,"
	Pusat gempa di laut 57 km Tenggara CILACAP-JATENG
",-1
2022-05-27,109.0348,-8.2677,35,2.4,"
	Pusat gempa di laut 60 km Tenggara CILACAP-JATENG
",-1
2022-05-28,111.67113,-8.42122,112,2.9,"
	Pusat gempa dilaut, 37 Km BaratDaya Trenggalek Jatim
",-1
2022-05-29,109.0845,-8.31123,38,2.6,"
	Pusat gempa dilaut 65 Km Tenggara Cilacap - Jateng
",-1
2022-05-30,113.49229,-8.89177,36,2.6,"
	Pusat gempa di laut 78 Km BaratDaya Jember -Jatim
",-1
2022-05-31,110.1519,-8.91751,24,3.2,"
	Pusat gempa di laut 114 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-06-02,109.11632,-8.22051,37,2.4,"Pusat gempa dilaut, 56 km Tenggara CILACAP-JATENG",-1
2022-06-07,111.88804,-8.80793,10,2.8,"
	Pusat di laut, 82 Km BaratDaya Tulungagung Jatim
",-1
2022-06-11,112.90852,-7.62047,9,2.7,"
	Pusat gempa di darat&nbsp;2 km BaratDaya PASURUHAN-JATIM
",-1
2022-06-13,110.40747,-8.76304,14,2.8,"
	Di laut&nbsp;88 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-06-15,110.97228,-8.85431,28,2.7,"
	Pusat gempa di laut 76 km BaratDaya PACITAN-JATIM
",-1
2022-06-16,110.87334,-8.29186,248,2.3,"
	Pusat gempa dilaut, 28 Km BaratDaya Pacitan Jatim
",-1
2022-06-17,110.411,-8.93083,27,3.5,"
	Pusat gempa dilaut 106 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-06-19,113.38628,-8.73857,72,3.1,"
	Pusat gempa dilaut 66 km BaratDaya Jember - Jatim
",-1
2022-06-20,108.68266,-8.15667,49,2.7,"
	Pusat gempa di laut 23 km Tenggara KAB-PANGANDARAN-JABAR
",-1
2022-06-21,112.54171,-8.57119,58,3.0,"
	di Laut 48 Km Barat Daya Malang - JATIM
",-1
2022-06-22,111.28287,-8.94794,22,3.3,"
	Pusat gempa diilaut, 87 Km Tenggara Pacitan Jatim
",-1
2022-06-23,110.49423,-7.93524,12,2.6,"
	Pusat gempa gempa di darat 14 Km BaratLaut GUNUNGKIDUL-DIY
",-1
2022-06-25,110.26131,-8.63843,10,2.9,"
	Pusat gempa di laut 81 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-06-26,110.44681,-7.9166,4,1.5,"
	Pusat gempa di darat, 10 Km Tenggara Bantul - DIY
",0
2022-06-28,110.80727,-8.45433,10,2.3,"
	Pusat gempa di laut 44 km BaratDaya Pacitan-Jatim
",-1
2022-06-30,110.49882,-7.88865,13,2.2,"
	Pusat gempa di darat 16 km BaratLaut GUNUNGKIDUL - DIY
",-1
2022-07-01,110.72774,-8.5305,10,2.9,"
	Pusat gempa di laut, 57 km BaratDaya PACITAN-JATIM

	&nbsp;
",-1
2022-07-02,109.9865,-7.6032,16,2.5,"
	Pusat gempa di daat 37 Km TimurLaut KEBUMEN-JATENG
",-1
2022-07-03,112.2869,-7.98165,117,2.9,"
	Pusat gempa 19 km Timur Laut Kab. Blitar-Jatim
",-1
2022-07-05,111.59547,-8.6788,33,2.8,"
	Pusat gempa di laut 67 km BaratDaya TRENGGALEK - JATIM
",-1
2022-07-07,110.69695,-8.52092,30,2.5,"
	Pusat gempa di Laut 58 km BaratDaya PACITAN - JAWA TIMUR
",-1
2022-07-09,113.02149,-8.98473,8,2.7,"
	Pusat gempa di laut 95 km BaratDaya LUMAJANG-JATIM
",-1
2022-07-10,110.36784,-8.73547,8,2.8,"
	Pusat gempa berada di laut,&nbsp;87 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-07-11,110.19547,-8.90691,27,3.1,"
	Pusat gempa di laut 111 km BaratDaya GUNUNG KIDUL - DIY
",-1
2022-07-12,111.22037,-8.9631,19,3.4,"
	Pusat gempa di laut 87 km Tenggara PACITAN-JATIM
",-1
2022-07-13,110.94172,-8.67633,11,2.8,"
	Pusat gempa di laut 58 km BaratDaya PACITAN - JATIM
",-1
2022-07-14,110.47154,-7.93366,14,1.6,"
	Pusat gempa didarat 13 km Tenggra Bantul - DIY
",-1
2022-07-15,110.31994,-8.67498,10,3.5,"
	Pusat gempa di laut 81 km BaratDaya GUNUNGKIDUL-DIY
",-1
2022-07-16,112.95002,-8.62082,108,4.0,"
	Pusat gempa di laut, 62 km BaratDaya LUMAJANG-JATIM
",-1
2022-07-17,110.91584,-8.92418,10,2.7,"
	Pusat gempa dilaut 84 km BaratDaya PACITAN-JATIM
",-1
2022-07-18,109.96698,-8.92684,10,3.0,"
	Pusat gempa di laut, 121 km Barat daya bantul
",-1
2022-07-19,110.49106,-7.89181,13,1.6,"
	Pusat gempa dilaut 15 km Timurlaut Bantul - DIY
",-1
2022-07-20,108.60509,-8.47742,47,2.6,"
	Pusat gempa di laut 87 km Tenggara KAB-PANGANDARAN-JABAR

	&nbsp;
",-1
2022-07-22,112.50101,-8.82785,42,3.2,"
	Pusat gempa di laut 77 km BaratDaya KAB-MALANG-JATIM
",-1
2022-07-24,111.2389,-8.75295,36,2.8,"
	Pusat gempa di laut 65 km Tenggara Pacitan-Jatim
",-1
2022-07-25,111.1106,-8.5341,100,3.0,"
	Pusat gempa di laut 37 km Selatan PACITAN-JATIM
",-1
2022-07-27,110.20452,-8.56116,80,2.9,"
	Pusat gempa dilaut, 75 Km BaratDaya Bantul DIY
",-1
2022-07-28,109.137,-8.5491,24,3.1,"
	Pusat gempa di laut 92 km Tenggara Cilacap-Jateng
",-1
2022-07-29,109.8088,-8.7615,16,2.9,"Pusat gempa dilaut 112 km BaratDaya Bantul - DIY
",-1
2022-07-30,108.539,-8.2755,37,3.3,Pusat gempa dilaut 80 Km BaratDaya Cilacap,-1
2022-07-31,112.4556,-8.0433,162,3.9,Pusat gempa di darat 17 km BaratDaya Malang,-1
2022-08-01,109.3439,-7.2014,26,2.1,Pusat gempa di darat 62 km BaratLaut kebumen,-1
2022-08-04,113.6005,-7.8912,190,3.3,Pusat gempa di darat 32 km BaratLaut Jember,-1
2022-08-05,112.29,-8.6633,101,2.9,Pusat gempa di laut 64 km Tenggara Blitar,-1
2022-08-10,113.0124,-8.927,29,3.4,Pusat gempa di laut 91 km BaratDaya Lumajang,-1
2022-08-12,112.4987,-8.7862,27,2.9,Pusat gempa di laut 85 km Tenggara Blitar,-1
2022-08-13,108.6809,-8.4742,53,4.3,Pusat gempa di laut 90 km BaratDaya cilacap,-1
2022-08-14,110.4686,-8.8118,15,2.7,Pusat gempa di laut 97 km BaratDaya Pacitan,-1
2022-08-15,109.2581,-8.3516,37,2.6,Pusat gempa di laut 74 km Tenggara cilacap,-1
2022-08-17,111.0992,-8.6251,38,2.6,Pusat gempa di laut 47 km Selatan Pacitan,-1
2022-08-18,112.5024,-8.6183,109,2.7,Pusat gempa di laut 69 km Tenggara Blitar,-1
2022-08-19,110.1568,-8.9178,27,3.1,Pusat gempa di laut 115 km BaratDaya Bantul,-1
2022-08-20,110.1575,-8.8845,16,3.0,Pusat gempa di laut 112 km BaratDaya Bantul,-1
2022-08-21,112.9969,-8.907,39,2.9,Pusat gempa di laut 79 km BaratDaya Puger,-1
2022-08-22,108.5205,-8.322,35,3.2,Pusat gempa di laut 85 km BaratDaya cilacap,-1
2022-08-23,109.9399,-8.2213,77,3.1,Pusat gempa di laut 56 km BaratDaya Bantul,-1
2022-08-24,110.9061,-8.639,16,2.8,Pusat gempa di laut 53 km BaratDaya Pacitan,-1
2022-08-28,110.5416,-8.6592,47,2.4,Pusat gempa di laut 79 km BaratDaya Pacitan,-1
2022-08-29,110.5119,-8.9534,5,3.0,Pusat gempa di laut 105 km BaratDaya Pacitan,-1
2022-08-30,108.8238,-8.4963,53,3.1,Pusat gempa di laut 87 km BaratDaya cilacap,-1
2022-09-01,111.0842,-7.8842,129,2.7,Pusat gempa di darat 21 km BaratDaya Tawangmangu,-1
2022-09-02,109.9949,-7.2911,12,2.7,Pusat gempa di darat 56 km TimurLaut kebumen,-1
2022-09-04,109.0151,-8.608,26,3.6,Pusat gempa di laut 97 km Selatan cilacap,-1
2022-09-05,110.42,-8.447,10,2.2,Pusat gempa di laut 62 km Tenggara Bantul,-1
2022-09-06,110.4581,-8.7873,10,2.7,Pusat gempa di laut 96 km BaratDaya Pacitan,-1
2022-09-07,108.7376,-8.7764,11,3.1,Pusat gempa di laut 120 km BaratDaya cilacap,-1
2022-09-08,111.6996,-7.8873,130,2.5,Pusat gempa di darat 21 km Utara Trenggalek,-1
2022-09-09,111.0303,-8.7938,26,2.6,Pusat gempa di laut 66 km BaratDaya Pacitan,-1
2022-09-10,111.3358,-8.9262,26,2.7,Pusat gempa di laut 84 km Tenggara Pacitan,1
2022-09-12,110.3228,-7.9502,7,1.2,Pusat gempa di darat 6 km BaratDaya Bantul,-1
2022-09-15,109.1187,-8.3641,41,3.0,Pusat gempa di laut 71 km Tenggara Cilacap,-1
2022-09-16,110.118,-8.9691,10,2.9,Pusat gempa di laut 122 km BaratDaya Bantul,-1
2022-09-17,110.9372,-8.8279,10,2.8,Pusat gempa di laut 72 km BaratDaya Pacitan,-1
2022-09-19,110.1584,-8.3088,13,2.6,Pusat gempa di laut 49 km Selatan Kulonprogo,-1
2022-09-20,113.3705,-8.5945,4,2.7,Pusat gempa di laut 53 km Tenggara Lumajang,-1
2022-09-22,110.4823,-8.4301,21,2.8,Pusat gempa di laut 53 km BaratDaya Gunungkidul,-1
2022-09-23,110.5434,-8.48,10,2.7,Pusat gempa di laut 58 km BaratDaya Gunungkidul,-1
2022-09-26,110.2521,-8.775,17,3.8,Pusat gempa di laut 98 km BaratDaya Gunungkidul,-1
2022-09-27,110.735,-8.5101,10,2.7,Pusat gempa di laut 52 km BaratDaya Pacitan,-1
2022-09-28,110.306,-8.4465,85,2.5,Pusat gempa di laut 62 km BaratDaya Bantul,-1
2022-09-29,109.3344,-7.8889,89,2.5,Pusat gempa di laut 38 km Tenggara Cilacap,-1
2022-10-01,113.8723,-8.897,21,2.6,Pusat gempa di laut 83 km Tenggara Jember,-1
2022-10-05,109.873,-8.941,28,3.3,Pusat gempa di laut 124 km BaratDaya Kulonprogo,-1
2022-10-06,111.3878,-8.966,84,3.0,Pusat gempa di laut 90 km Tenggara Pacitan,-1
2022-10-07,110.1756,-8.361,25,2.8,Pusat gempa di laut 55 km BaratDaya Bantul,-1
2022-10-08,110.7075,-8.606,26,2.8,Pusat gempa di laut 62 km BaratDaya Pacitan,-1
2022-10-11,108.8238,-7.585,255,2.5,Pusat gempa di darat 27 km BaratLaut Cilacap,-1
2022-10-12,112.789,-8.693,124,3.1,Pusat gempa di laut 79 km BaratDaya Lumajang,-1
2022-10-13,109.2601,-8.423,36,2.8,Pusat gempa di laut 81 km Tenggara Cilacap,-1
2022-10-16,111.2756,-8.954,8,2.9,Pusat gempa di laut 86 km Tenggara Pacitan,1
2022-10-17,110.2871,-8.901,20,2.8,Pusat gempa di laut 110 km BaratDaya Gunungkidul,-1
2022-10-18,109.9633,-8.559,30,3.0,Pusat gempa di laut 80 km BaratDaya Kulonprogo,-1
2022-10-19,110.1762,-7.436,17,2.5,Pusat gempa di darat 37 km BaratLaut Sleman,-1
2022-10-20,110.1997,-7.409,11,2.3,Pusat gempa di darat 38 km BaratLaut Sleman,-1
2022-10-21,111.7067,-8.981,28,3.3,Pusat gempa di laut 100 km Selatan Trenggalek,-1
2022-10-23,110.6408,-8.943,21,2.8,Pusat gempa di laut 96 km BaratDaya Pacitan,-1
2022-10-24,110.5366,-7.962,8,1.2,Pusat gempa di darat 6 km Barat Gunungkidul,-1
2022-10-25,110.505,-7.951,12,1.5,Pusat gempa di darat 10 km BaratLaut Gunungkidul,0
2022-10-26,111.0309,-8.856,10,3.0,Pusat gempa di laut 73 km BaratDaya Pacitan,-1
2022-10-27,108.8219,-7.143,3,2.7,Pusat gempa di darat 47 km BaratDaya Tegal,-1
2022-10-28,109.02,-8.37,38,4.8,"Pusat gempa di laut 71 km Selatan Cilacap, Dirasakan di Cilacap, Kebumen, Yogyakarta II-III MMI",-1
2022-10-29,110.8276,-8.79,26,2.7,Pusat gempa di laut 72 km BaratDaya Pacitan,-1
2022-10-30,112.5391,-8.766,51,2.7,Pusat gempa di laut 85 km Tenggara Blitar,-1
2022-11-01,110.5889,-8.0014,7,1.5,Pusat gempa di darat 4 km BaratDaya Gunungkidul,-1
2022-11-02,110.4869,-7.9403,19,1.3,Pusat gempa di darat 12 km BaratLaut Gunungkidul,0
2022-11-03,110.9084,-8.7784,22,2.7,Pusat gempa di laut 67 km BaratDaya Pacitan,-1
2022-11-04,112.5865,-8.224,148,3.0,Pusat gempa di darat 27 km BaratDaya Malang,-1
2022-11-06,110.2503,-8.7351,41,3.4,Pusat gempa di laut 94 km BaratDaya Bantul,-1
2022-11-07,110.721,-5.8577,516,3.8,Pusat gempa di laut 83 km TimurLaut Jepara,-1
2022-11-08,110.3352,-8.2178,20,2.1,Pusat gempa di laut 36 km Selatan Bantul,-1
2022-11-11,110.8101,-8.3633,63,2.8,Pusat gempa di laut 36 km BaratDaya Pacitan,-1
