Datetime,Longitude,Latitude,Kedalaman,Magnitude,Keterangan,Clus_Db
2021-12-17,110.66,-8.41,15,2.4,"
	Pusat Gempa di laut,&nbsp;46 km Tenggara GUNUNGKIDUL-DIY
",-1
2021-12-18,110.67,-8.39,21,2.5,"
	Pusat gempa di laut 44 km Tenggara GUNUNGKIDUL - DIY
",-1
2021-12-19,112.46,-8.87,44,3.3,"
	Pusat gempa di laur 82 km BaratDaya Kab-Malang-Jatim
",-1
2021-12-20,111.75,-8.8,24,3.2,"
	Pusat gempa di laut, 79 km Tenggara TRENGGALEK-JATIM
",-1
2021-12-22,113.4626,-8.50375,10,3.4,"
	Pusat gempa di laut 39 km BaratDaya JEMBER-JATIM
",-1
2021-12-23,110.47002,-8.40257,20,2.9,"
	Pusat Gempa di Laut, 47 km Baratdaya GUNUNGKIDUL-DIY
",-1
2021-12-24,109.19505,-7.34938,222,3.0,"
	Pusat gempa di darat 8 km BaratLaut Banyumas-Jateng
",-1
2021-12-26,112.32379,-8.53556,115,3.2,"
	Pusat gempa di laut 46 km Tenggara KAB-BLITAR-JATIM
",-1
2021-12-27,110.78,-8.86,71,3.2,"
	Pusat gempa dilaut, 83 km BaratDaya Pacitan Jatim
",-1
2021-12-28,109.05543,-8.40255,19,3.5,"
	Pusat gempa di laut 75 km Tenggara Cilacap - Jateng
",-1
2021-12-29,110.40574,-8.97321,26,2.8,"
	Pusat gempa dilaut 110 km BaratDaya GUNUNGKIDUL-DIY
",-1
2021-12-30,109.98402,-8.84459,8,2.9,"
	Pusat gempa dilaut 112 km Barat Daya Bantul DIY
",0
2021-12-31,109.92445,-7.22936,251,3.2,"
	Pusat gempa didarat, 15 km Timurlaut Wonosobo Jateng
",-1
