loss,mean_absolute_error,val_loss,val_mean_absolute_error
24.104496002197266,4.655415058135986,23.86098861694336,4.738004207611084
23.33072280883789,4.573247909545898,23.335559844970703,4.684604644775391
22.884931564331055,4.540458679199219,22.82306480407715,4.63187313079834
22.372705459594727,4.486862659454346,22.31559944152832,4.57900333404541
21.825963973999023,4.435110092163086,21.823444366455078,4.52711296081543
21.43234634399414,4.38369607925415,21.3326416015625,4.474822998046875
21.32899284362793,4.352872371673584,20.85302734375,4.423196315765381
20.772567749023438,4.299046039581299,20.387157440185547,4.372318744659424
20.227474212646484,4.240477085113525,19.92338752746582,4.320976257324219
19.724300384521484,4.198187828063965,19.471208572387695,4.270201683044434
19.4825496673584,4.149145603179932,19.02262306213379,4.2193803787231445
19.083751678466797,4.100161075592041,18.585439682006836,4.169277191162109
18.905527114868164,4.084316253662109,18.156513214111328,4.119603633880615
17.99160385131836,3.978759765625,17.739059448242188,4.070627689361572
17.689598083496094,3.9638113975524902,17.32982063293457,4.022065162658691
17.35873031616211,3.909975290298462,16.92277717590332,3.973206043243408
17.12908172607422,3.865908622741699,16.52356719970703,3.9245762825012207
16.639036178588867,3.811180830001831,16.134382247924805,3.8766257762908936
16.47150230407715,3.767125368118286,15.753307342529297,3.8293018341064453
16.13463020324707,3.739957094192505,15.377284049987793,3.7820613384246826
15.622193336486816,3.6848673820495605,15.012858390808105,3.7357354164123535
15.338395118713379,3.6362204551696777,14.647357940673828,3.6888060569763184
15.070663452148438,3.621340036392212,14.2874116897583,3.641857385635376
14.707355499267578,3.5568740367889404,13.933355331420898,3.595365047454834
14.28628921508789,3.4932384490966797,13.589265823364258,3.549344301223755
14.00145435333252,3.4554359912872314,13.247224807739258,3.503028392791748
13.78014087677002,3.406203031539917,12.909296035766602,3.456871747970581
13.368534088134766,3.370678663253784,12.57978343963623,3.4110467433929443
12.878702163696289,3.306729793548584,12.256738662719727,3.365464210510254
12.775444984436035,3.26780104637146,11.936331748962402,3.3196582794189453
12.302209854125977,3.2225537300109863,11.622803688049316,3.2740743160247803
11.97745418548584,3.172311782836914,11.312117576599121,3.228224754333496
11.921652793884277,3.146796703338623,11.003235816955566,3.1820976734161377
11.605710983276367,3.087273120880127,10.70518970489502,3.1366798877716064
11.257786750793457,3.046527862548828,10.410897254943848,3.091416835784912
10.926495552062988,2.9968483448028564,10.125410079956055,3.0465502738952637
10.824420928955078,2.981532096862793,9.84161376953125,3.0011956691741943
10.341658592224121,2.912112236022949,9.563767433166504,2.956127882003784
10.249260902404785,2.8954968452453613,9.27888011932373,2.9098191261291504
10.029433250427246,2.8332066535949707,8.993261337280273,2.8629250526428223
9.59532356262207,2.779554605484009,8.70466136932373,2.8148996829986572
9.48741626739502,2.7544095516204834,8.420713424682617,2.7665116786956787
9.10916519165039,2.7059552669525146,8.144044876098633,2.7185184955596924
9.080668449401855,2.6756579875946045,7.876201152801514,2.6713600158691406
8.82373046875,2.632019519805908,7.603813648223877,2.6223113536834717
8.511283874511719,2.5823142528533936,7.338134765625,2.57348370552063
8.181036949157715,2.5355656147003174,7.083396911621094,2.5258448123931885
7.980163097381592,2.495866060256958,6.8348283767700195,2.4783573150634766
7.802274227142334,2.467564344406128,6.592504978179932,2.431044816970825
7.440479278564453,2.410672664642334,6.356777667999268,2.383945941925049
7.376729488372803,2.3842992782592773,6.135985374450684,2.338871717453003
7.266134738922119,2.351627826690674,5.923295497894287,2.294724702835083
7.1901750564575195,2.338531970977783,5.708816051483154,2.2493693828582764
6.864720344543457,2.25723934173584,5.504688262939453,2.205606460571289
6.495887279510498,2.2180073261260986,5.310577392578125,2.1626875400543213
6.487255573272705,2.195115327835083,5.11817741394043,2.1194424629211426
6.250566005706787,2.1601085662841797,4.929196834564209,2.076003074645996
6.08085823059082,2.131782293319702,4.747945785522461,2.0334160327911377
5.9145660400390625,2.0719521045684814,4.571444988250732,1.991441011428833
5.791271686553955,2.0379445552825928,4.398011684417725,1.949414610862732
5.515524387359619,2.0148651599884033,4.229097366333008,1.907401204109192
5.4967122077941895,1.981929063796997,4.065213680267334,1.8658839464187622
5.234057426452637,1.951898217201233,3.909407138824463,1.8254996538162231
5.143848419189453,1.9108943939208984,3.756762742996216,1.7849805355072021
4.8710737228393555,1.865610122680664,3.6123013496398926,1.7459816932678223
4.7295241355896,1.826680064201355,3.4743382930755615,1.7079874277114868
4.750125885009766,1.8297016620635986,3.3366565704345703,1.6691654920578003
4.586308002471924,1.7906389236450195,3.2053816318511963,1.6315487623214722
4.513773441314697,1.7790026664733887,3.0770814418792725,1.5940654277801514
4.36763334274292,1.7401155233383179,2.9520599842071533,1.5567692518234253
4.207965850830078,1.6921803951263428,2.8301429748535156,1.5196242332458496
4.203885555267334,1.6895055770874023,2.714859962463379,1.4837110042572021
3.926459312438965,1.6408839225769043,2.603987216949463,1.448476791381836
3.970083713531494,1.6272777318954468,2.4971115589141846,1.4137481451034546
3.7836155891418457,1.5993725061416626,2.39532208442688,1.3799142837524414
3.777890682220459,1.58111572265625,2.2968392372131348,1.346395492553711
3.6126484870910645,1.5404378175735474,2.2031023502349854,1.313999056816101
3.5298585891723633,1.5293811559677124,2.109473466873169,1.280904769897461
3.4176900386810303,1.5013810396194458,2.0211470127105713,1.2490050792694092
3.272953987121582,1.4828517436981201,1.938850998878479,1.2185242176055908
3.3054730892181396,1.4559874534606934,1.8600667715072632,1.1890618801116943
3.1637966632843018,1.4359776973724365,1.7842074632644653,1.1600861549377441
3.050389289855957,1.4025465250015259,1.7125723361968994,1.1321855783462524
3.055194139480591,1.392929196357727,1.645391821861267,1.1055665016174316
2.9459896087646484,1.3831346035003662,1.5804874897003174,1.0796246528625488
2.81341814994812,1.3419150114059448,1.5187568664550781,1.0547168254852295
2.7535903453826904,1.3292462825775146,1.4573736190795898,1.0293322801589966
2.863335132598877,1.347101092338562,1.3981798887252808,1.0043781995773315
2.6727962493896484,1.3054105043411255,1.3430790901184082,0.9806922078132629
2.6534457206726074,1.2697290182113647,1.2927860021591187,0.9587665796279907
2.585541248321533,1.2747752666473389,1.2458325624465942,0.9377953410148621
2.6617817878723145,1.2816452980041504,1.2010325193405151,0.9172933101654053
2.5508222579956055,1.2602356672286987,1.1592650413513184,0.8977764248847961
2.5244128704071045,1.246509075164795,1.1189857721328735,0.8785851001739502
2.389954090118408,1.2234445810317993,1.0809528827667236,0.8600960969924927
2.426439046859741,1.2250367403030396,1.0454236268997192,0.8424192070960999
2.368436336517334,1.2160546779632568,1.0135223865509033,0.8262481093406677
2.446190357208252,1.2174971103668213,0.9812796115875244,0.8096837401390076
2.3740241527557373,1.1978763341903687,0.9560456871986389,0.7967035174369812
2.2679646015167236,1.1809881925582886,0.9318352937698364,0.7840868234634399
2.2708258628845215,1.1714184284210205,0.9083219766616821,0.7715984582901001
2.2123680114746094,1.1574509143829346,0.8857959508895874,0.759499728679657
2.185185670852661,1.15455162525177,0.8654033541679382,0.7482582926750183
2.173879623413086,1.14582097530365,0.8472521901130676,0.7380304336547852
2.1867012977600098,1.1511929035186768,0.8296611905097961,0.7279964089393616
2.2379579544067383,1.1641967296600342,0.8130658864974976,0.7183263301849365
2.1510653495788574,1.1346780061721802,0.7983693480491638,0.7097599506378174
2.1370620727539062,1.1267106533050537,0.7854121923446655,0.7021273374557495
2.0575647354125977,1.115425705909729,0.7757089734077454,0.6964093446731567
2.1573562622070312,1.1268185377120972,0.7650904655456543,0.6899853944778442
2.094109058380127,1.1165589094161987,0.7545612454414368,0.6835827827453613
2.05757737159729,1.1013853549957275,0.747638463973999,0.6792404651641846
1.9916341304779053,1.096272349357605,0.7392171025276184,0.6739674806594849
2.053508996963501,1.1026782989501953,0.7317893505096436,0.6693499088287354
2.0634021759033203,1.1057562828063965,0.7263711094856262,0.6660746335983276
2.052278757095337,1.1100773811340332,0.7186031937599182,0.6611071825027466
2.016202926635742,1.094975233078003,0.711174488067627,0.656363844871521
2.0676276683807373,1.10495924949646,0.7050361633300781,0.6525139212608337
1.973918080329895,1.083739995956421,0.6975961327552795,0.6476485133171082
1.9775310754776,1.0856335163116455,0.6919400691986084,0.6438749432563782
1.9371222257614136,1.081321358680725,0.6856927871704102,0.639858067035675
1.9107035398483276,1.0659558773040771,0.6822472810745239,0.6377716064453125
1.9452977180480957,1.080919861793518,0.6785478591918945,0.6353000998497009
1.9461778402328491,1.0813841819763184,0.6743841767311096,0.6327270865440369
1.9092824459075928,1.062409520149231,0.6705228686332703,0.6300585865974426
1.960866928100586,1.0871721506118774,0.6689640283584595,0.6289826035499573
1.984662652015686,1.0727657079696655,0.6671658158302307,0.6279521584510803
1.86913001537323,1.0597127676010132,0.6644453406333923,0.6261289119720459
2.036715030670166,1.0674337148666382,0.6624476909637451,0.6250107288360596
1.8865305185317993,1.0622084140777588,0.6595258712768555,0.6229402422904968
1.9529110193252563,1.0787914991378784,0.6562808156013489,0.6209200024604797
1.8529008626937866,1.055832028388977,0.6533992290496826,0.6191032528877258
1.9226129055023193,1.0600769519805908,0.6515156626701355,0.6182077527046204
1.8328206539154053,1.0399965047836304,0.6488102674484253,0.6164703369140625
1.8826556205749512,1.0525226593017578,0.645745575428009,0.6145769953727722
1.8807138204574585,1.0575876235961914,0.6443202495574951,0.6134322285652161
1.807810664176941,1.0425746440887451,0.6429065465927124,0.6125094890594482
1.8487355709075928,1.054374098777771,0.6395171880722046,0.6104189157485962
1.855122685432434,1.0506254434585571,0.6366367936134338,0.6088313460350037
1.8995702266693115,1.0519514083862305,0.634300172328949,0.6073146462440491
1.795722246170044,1.0321745872497559,0.6334261894226074,0.6067061424255371
1.7601964473724365,1.0272791385650635,0.6311125755310059,0.6050960421562195
1.8213480710983276,1.037783145904541,0.6281037330627441,0.6032482981681824
