Datetime,Longitude,Latitude,Kedalaman,Magnitude,Keterangan,Clus_Db
2020-02-10,111.59,-7.68,265,2.9,"
	Pusat gempa di darat 8 km Baratdaya kab Madiun - JATIM
",-1
2020-02-11,110.45,-7.96,16,2.6,"
	Pusat gempa di darat&nbsp;12 km Tenggara BANTUL-DIY
",-1
2020-02-14,111.96,-7.79,5,4.0,"Pusat gempa didarat, 9 km BaratLaut KOTA-KEDIRI-JATIM",-1
2020-02-15,112.06,-7.76,5,2.6,"
	Pusat gempa didarat 10 km TimurLaut KOTA-KEDIRI-JATIM
",-1
2020-02-16,110.19,-8.37,42,3.2,"
	Pusat gempa di laut 55 km BaratDaya BANTUL-DIY
",0
2020-02-18,110.77,-7.77,10,2.2,"
	Pusat gempa di darat, 13 km BaratDaya SUKOHARJO-JATENG

	&nbsp;
",-1
2020-02-21,108.95,-8.66,40,3.6,"
	Pusat gempa di laut 109 KM BaratDaya Cilacap-Jateng
",-1
2020-02-23,109.0,-7.5,214,3.7,"
	Pusat gempa didarat 25 km BaratLaut CILACAP-JATENG
",-1
2020-02-25,111.78,-6.87,25,2.9,"
	Pusat gempa di darat 27 km BaratLaut TUBAN-JATIM
",-1
2020-02-26,108.98,-8.62,20,3.4,"
	Pusat gempa dilaut 99 km BaratDaya CILACAP-JATENG
",-1
2020-02-28,110.36,-8.67,25,3.2,"
	Di laut 80 Km Barat Daya Gunung Kidul - DIY
",0
2020-03-02,110.3,-8.65,30,2.6,"
	Pusat gempa di laut 80 km BaratDaya GUNUNGKIDUL-DIY
",0
2020-03-03,110.44,-8.04,5,1.9,"
	Pusat gempa di darat, 18 km Tenggara BANTUL-DIY
",-1
2020-03-06,110.28,-8.84,10,2.9,"
	Pusat gempa dilaut 100 km BaratDaya GUNUNGKIDUL-DIY
",0
2020-03-07,111.26,-8.93,14,3.0,"
	Pusat gempa di laut 85 km Tenggara PACITAN JATIM
",-1
2020-03-08,114.6005532,-7.1,30,0.0,,-1
2020-03-11,111.29,-8.26,12,2.0,"
	Pusat gempa di darat 22 km Tenggara PACITAN-JATIM
",-1
2020-03-12,110.91,-8.91,56,3.6,"
	Pusat gempa di laut 84 km BaratDaya Pacitan-Jatim
",-1
2020-03-14,108.0877222,-6.2,32,0.0,,-1
2020-03-15,110.46,-8.97,10,3.2,"
	Pusat gempa di laut, 82 km BaratDaya Pacitan Jatim
",0
2020-03-22,110.67,-8.4,12,2.7,"
	Pusat gempa di laut 45 km Tenggara gunungkidul-DIY
",0
2020-03-25,111.38,-7.79,17,2.2,"
	Pusat gempa di darat 12 km BaratLaut Ponorogo-Jatim
",-1
2020-03-28,108.92,-8.43,18,3.1,"
	Pusat gempa di laut 78 km BaratDaya Cilacap-Jateng
",-1
2020-03-30,111.55,-7.48,20,2.6,"Pusat gempa di darat, 12 km Tenggara NGAWI-JATIM",-1
2020-04-04,113.85,-6.89,13,2.9,"
	Pusat gempa di darat 7 km Barat Laut Sumenep Jawa Timur dirasakan II MMI di Sumenep - Madura
",-1
2020-04-06,110.76,-8.52,65,3.0,"
	Pusat gempa di laut 53 km BaratDaya Pacitan - Jatim&nbsp;
",0
2020-04-07,111.1,-8.45,106,3.3,"
	Pusat gempa di laut, 30 km BaratDaya PACITAN-JATIM
",0
2020-04-11,110.41,-7.97,7,2.2,"
	Pusat gempa di darat 9 km Tenggara Bantul DIY
",-1
2020-04-15,112.51,-8.82,40,4.3,"
	Pusat gempa di laut 76 km BaratDaya KAB-MALANG-JATIM dirasakan di&nbsp; Kepanjen - Malang II-III MMI, Trenggalek, Tulungagung, Krangkates,&nbsp; II MMI
",-1
2020-04-16,111.35,-8.88,10,4.4,"
	Pusat gempa di laut 82 km Tenggara Pacitan Jatim
",-1
2020-04-19,113.6,-8.45,134,2.9,"
	Pusat gempa di laut 28 km BaratDaya JEMBER-JATIM
",-1
2020-04-22,110.68,-8.86,28,3.2,"
	Pusat gempa di laut, 89 km BaratDaya PACITAN-JATIM
",0
2020-04-24,109.034566,-6.6,42,0.0,,-1
2020-04-26,109.09,-8.22,26,3.2,"
	Pusat gempa di laut 55 km Tenggara Cilacap Jateng
",-1
2020-04-28,110.82,-8.43,15,3.1,"
	Pusat gempa di laut 42 km barat daya Pacitan - JATIM
",0
2020-05-01,108.52,-8.13,10,4.4,"
	Pusat gempa di laut 47 km Tenggara Kab Pangandaran-Jabar
",-1
2020-05-02,110.56,-8.97,60,3.2,"
	Pusat gempa di laut, 107 km BaratDaya PACITAN - JATIM
",0
2020-05-04,110.09,-8.75,24,3.4,"
	Pusat gempa di laut 98 km BaratDaya Bantul-DIY
",0
2020-05-05,110.53719,-7.868,13,2.8,"Pusat gempa didarat, 16 km BaratLaut GUNUNGKIDUL-DIY",-1
2020-05-06,109.05298,-8.405,15,3.2,"
	Pusat gempa di laut 75 km tenggara Cilacap-Jateng
",-1
2020-05-07,110.4,-8.21,46,3.3,"
	Pusat gempa di laut 115 Barat Daya&nbsp; Bantul -DIY
",-1
2020-05-08,111.4713,-8.705,66,2.9,"
	Pusat gempa di laut 71 km Tenggara PACITAN-JATIM
",-1
2020-05-15,110.32057,-8.842,22,3.2,"
	pusat gempa di laut, 99 km Barat Daya Gunung Kidul DIY
",0
2020-05-16,110.58,-8.45,10,3.4,"
	Pusat gempa di laut 51 km BaratDaya Gunungkidul-DIY
",-1
2020-05-18,109.34,-8.99,10,3.4,"
	Pusat gempa dilaut 146 km Tenggara CILACAP-JATENG
",-1
2020-05-19,112.66,-8.93,35,3.8,"
	Pusat gempa dilaut,&nbsp; 88 km Tenggara MALANG-JATIM
",-1
2020-05-21,112.7256909,-6.0,52,0.0,,-1
2020-05-22,112.9222403,-6.8,52,0.0,,-1
2020-05-24,109.24878,-8.403,79,3.0,"
	Pusat gempa di laut 79 km Tenggara CILACAP-JATENG
",-1
2020-06-01,108.57,-8.39,19,3.8,"
	Pusat gempa di laut, 77 km Tenggara KAB-PANGANDARAN-JABAR
",-1
2020-06-02,110.39,-8.36,102,2.8,"
	47 km BaratDaya Gunungkidul -&nbsp;DIY
",0
2020-06-07,108.76,-7.16,220,3.6,"
	Pusat gempa di darat. 34 km TimurLaut BANJAR-JABAR
",-1
2020-06-09,111.34086,-8.911,5,3.6,"
	Pusat gempa di laut 85 km Tenggara-Pacitan
",-1
2020-06-10,111.90614,-7.201,611,3.9,"
	Pusat gempa di darat, 5 km Tenggara BOJONEGORO-JATIM
",-1
2020-06-11,110.24966,-8.336,10,2.5,"
	Pusat gempa di laut, 49 km BaratDaya BANTUL-DIY
",-1
2020-06-12,106.1458927,-7.9,62,0.0,,-1
2020-06-14,110.27724,-8.498,84,2.7,"
	Pusat gempa di laut 66 km BaratDaya BANTUL-DIY
",0
2020-06-16,110.20402,-8.723,30,3.2,"
	Pusat gempa dilaut 92 km Barat daya Bantul DIY
",0
2020-06-20,109.95959,-8.988,22,3.3,"
	Pusat gempa di laut 128 km BaratDaya Bantul-DIY
",0
2020-06-21,110.63357,-8.815,10,3.2,"
	Pusat gempa di laut, 88 km BaratDaya PACITAN - JATIM
",0
2020-06-23,110.76118,-8.796,90,3.5,"
	Pusat gempa di laut, 78 km Barat Daya Pacitan Jatim
",0
2020-06-24,108.69,-8.01,96,3.5,"
	Pusat gempa di laut 40 km Tenggara Kab-Pangandaran-Jabar
",-1
2020-06-25,110.74659,-8.332,33,2.8,"
	Pusat gempa di laut 40 km Tenggara GUNUNGKIDUL-DIY
",0
2020-06-28,108.75292,-8.796,10,3.2,"
	Pusat gempa di laut 122 km BaratDaya CILACAP-JATENG
",-1
2020-07-02,110.28049,-8.858,59,3.3,"
	Pusat gempa dilaut 102 km BaratDaya Gunungkidul - DIY
",0
2020-07-06,110.2136785,-6.6,70,0.0,,-1
2020-07-07,112.11825,-8.959,30,3.6,"
	Pusat gempa dilaut 92 km BaratDaya Blitar - Jatim&nbsp;
",-1
2020-07-08,109.25535,-7.944,93,3.1,"
	Pusat gempa di laut 36 km Tenggara CILACAP - JATENG
",-1
2020-07-09,111.39367,-8.415,98,3.4,"
	Pusat gempa di laut 41 km Tenggara PACITAN-JATIM
",-1
2020-07-10,111.92,-7.53,237,3.8,"
	Pusat gempa di darat, 8 km TimurLaut NGANJUK-JATIM.
",-1
2020-07-12,109.89,-8.79,10,5.2,"
	Pusat gempa di laut 110 km BaratDaya Bantul - DIY
",-1
2020-07-13,110.43456,-7.917,16,1.8,"
	Pusat gempa di darat 9 km Tenggara BANTUL - DIY
",-1
2020-07-15,111.32726,-8.877,16,3.5,"
	Pusat gempa dilaut 81 km tenggara Pacitan-Jatim
",-1
2020-07-17,110.44952,-7.853,16,2.0,"
	Pusat gempa didarat 12 km Timurlaut Bantul - DIY
",-1
2020-07-19,110.35792,-8.636,22,2.7,"
	Pusat gempa dilaut 76 Barat daya Gunung Kidul DIY
",0
2020-07-21,113.71957,-8.757,80,2.9,"
	Pusat gempa di laut, 63 km Tenggara JEMBER - JATIM
",-1
2020-07-23,110.70826,-8.914,10,2.9,"
	Pusat gempa di laut 92 km BaratDaya PACITAN-JATIM
",0
2020-07-26,114.3106278,-6.3,72,0.0,,-1
2020-07-27,108.7,-7.9,74,3.5,"
	Pusat gempa di laut 32 km Tenggara Pangandaran Jabar
",-1
2020-07-28,108.73,-8.63,10,3.8,"
	Pusat gempa di laut 104 Km Barat Daya Cilacap - Jateng
",-1
2020-08-01,111.26,-7.88,22,2.7,"
	Pusat gempa di darat 21 km from Ponorogo Jatim (seiscomp)
",-1
2020-08-02,111.26,-7.88,22,0.0,,-1
2020-08-04,110.44828,-7.997,8,2.6,"
	Pusat gempa didarat 14 km Tenggara BANTUL-DIY
",-1
2020-08-06,109.78881,-8.379,10,2.8,"
	Pusat gempa di laut, 75 km BaratDaya KULONPROGO - DIY
",-1
2020-08-07,110.15,-8.68,28,3.0,"
	Pusat gempa di laut 88 Km Barat Daya Bantul - DIY
",0
2020-08-11,113.2004554,-7.7,82,0.0,,-1
2020-08-13,111.18075,-8.956,10,3.1,"
	Pusat gempa dilaut 86 km tenggara Pacitan Jatim
",-1
2020-08-17,108.71758,-8.648,30,3.4,"
	Pusat gempa di laut 107 km BaratDaya CILACAP-JATENG

	&nbsp;
",-1
2020-08-19,111.10609,-8.601,10,3.2,"
	Pusat gempa dilaut 46 km Tenggara PACITAN-JATIM
",0
2020-08-20,110.55875,-8.459,10,2.5,"
	Pusat Gempa di Laut, 52 km BaratDaya GUNUNGKIDUL - DIY
",-1
2020-08-21,109.0308458,-7.1,82,0.0,,-1
2020-08-23,111.2299,-8.912,10,2.9,"
	Pusat gempa di laut 82 km tenggara Pacitan Jatim
",-1
2020-08-24,108.7564021,-7.4,82,0.0,,-1
2020-08-25,109.87499,-8.585,38,3.0,"
	Pusat gempa di laut 91 km BaratDaya KULONPROGO-DIY
",0
2020-08-28,113.7810362,-7.5,82,0.0,,-1
2020-09-02,112.23869,-8.599,23,3.3,"
	Pusat gempa dilaut 51 km Tenggara Blitar Jatim
",-1
2020-09-03,110.46678,-7.96,7,2.1,"
	Pusat gempa didarat 14 km Tenggara BANTUL-DIY
",-1
2020-09-06,110.46,-7.48,13,2.6,"
	Di darat 16 Km Barat Daya Salatiga - Jateng
",-1
2020-09-07,114.9965719,-5.8,90,0.0,,-1
2020-09-08,111.2438,-8.607,99,3.4,"
	Pusat gempa di laut, 49 km Tenggara PACITAN-JATIM
",-1
2020-09-10,109.30429,-8.481,19,3.5,"
	Pusat gempa di laut 90 km Tenggara CILACAP-JATENG&nbsp;
",-1
2020-09-12,113.3370707,-6.2,92,0.0,,-1
2020-09-13,110.59974,-7.653,10,2.4,"
	Pusat gempa didarat 6 km TimurLaut KLATEN-JATENG
",-1
2020-09-14,110.73254,-8.842,10,2.9,"
	Pusat gempa di laut 84 km BaratDaya PACITAN - JATIM
",0
2020-09-16,110.09442,-8.666,22,2.9,"
	Pusat gempa di laut 89 km BaratDaya BANTUL-DIY
",0
2020-09-19,110.52052,-8.658,10,2.7,"
	Pusat gempa di laut 74 km BaratDaya GUNUNGKIDUL - DIY
",0
2020-09-20,110.76073,-7.514,19,2.7,"
	Pusat gempa di darat 9 km BaratLaut KOTA-SURAKARTA-JATENG
",-1
2020-09-21,109.697,-8.628,36,3.1,"
	Dilaut 103 Km Barat Daya Kulonprogo-DIY
",-1
2020-09-22,111.335,-8.688,35,4.3,"
	Pusat gempa dilaut 56 km Tenggara Pacitan Jatim, dirasakan di Pacitan, Wonogiri II MMI
",-1
2020-09-23,111.05563,-8.965,11,2.8,"
	Pusat gempa dilaut 87 km BaratDaya PACITAN-JATIM
",-1
2020-09-24,111.34442,-8.787,10,2.6,"
	Pusat gempa di laut 72 km Tenggara PACITAN - JATIM
",-1
2020-09-25,111.47759,-8.421,93,2.9,"
	Pusat gempa di laut 45 km BaratDaya TRENGGALEK-JATIM
",-1
2020-09-27,112.6323168,-7.3,92,0.0,,-1
2020-09-28,111.85678,-8.374,95,3.4,"
	Pusat gempa dilaut 34 km BaratDaya TULUNGAGUNG-JATIM
",-1
2020-09-29,110.87127,-8.701,15,3.3,"
	Pusat gempa di laut 63 km BaratDaya PACITAN - JATIM
",0
2020-09-30,111.18871,-8.479,74,3.1,"
	Pusat gempa di laut 34 km Tenggara PACITAN-JATIM
",-1
2020-10-01,110.48412,-7.967,15,2.4,"
	Pusat gempa didarat 14 km BaratLaut GUNUNGKIDUL-DIY
",-1
2020-10-02,110.1946651,-7.8,102,0.0,,-1
2020-10-04,110.7814,-8.834,12,3.7,"
	Pusat gempa dilaut 81 km BaratDaya PACITAN-JATIM
",-1
2020-10-05,111.61615,-8.07,10,3.0,"
	Pusat gempa di darat 10 km BaraLaut TRENGGALEK - JATIM
",-1
2020-10-06,110.296165,-8.806,26,3.1,"
	Pusat gempa di laut 96 km BaratDaya GUNUNGKIDUL-DIY
",0
2020-10-09,109.73322,-8.402,24,2.9,"
	Pusat gempa dilaut&nbsp; 80 km BaratDaya KULONPROGO-DIY&nbsp;
",-1
2020-10-10,111.11034,-7.793,28,2.3,"
	Pusat gempa di darat 21 KM Timur laut wonogiri
",-1
2020-10-12,109.79134,-7.47,16,2.9,"
	Pusat gempa didarat, 11 km Tenggara BANJARNEGARA-JATENG
",-1
2020-10-14,110.89275,-8.695,29,3.7,"
	Pusat gempa di laut 62 km BaratDaya PACITAN-JATIM Dirasakan II MMI di Pacitan - Jatim
",-1
2020-10-16,110.623,-8.975,32,3.4,"
	Pusat Gempa di Laut 103 km BaratDaya PACITAN-JATIM
",0
2020-10-17,110.56969,-8.68,26,3.2,"
	Pusat gempa di laut, 76 km BaratDaya GUNUNGKIDUL-DIY
",0
2020-10-19,109.94698,-7.298,10,2.7,"
	Pusat gempa di darat 9 km TimurLaut WONOSOBO-JATENG dirasakan di Dieng II MMI&nbsp;
",-1
2020-10-21,111.22714,-7.811,127,2.9,"
	Pusat gempa di darat 21 km BaratDaya MAGETAN-JATIM
",-1
2020-10-23,111.93676,-8.849,25,3.3,"
	Pusat gempa di laut, Lok:8.849 LS,111.93676 BT (85 km BaratDaya KAB-BLITAR-JATIM)
",-1
2020-10-24,113.368,-8.517,10,3.2,"
	Pusat gempa dilaut 45 km Tenggara Lumajang - Jawa Timur
",-1
2020-10-25,109.79929,-8.679,10,2.9,"
	Pusat gempa di laut 103 km BaratDaya KULONPROGO - DIY
",-1
2020-10-26,112.37235,-7.467,29,2.9,"
	Pusat gempa didarat 7 km BaratLaut KOTA-MOJOKERTO-JATIM
",-1
2020-10-27,111.04,-8.805,24,2.6,"
	Pusat gempa dilaut 69 km Barat daya Pacitan Jatim
",-1
2020-10-28,111.47727,-8.961,20,3.5,"
	Pusat gempa di laut, 96 km Tenggara PACITAN-JATIM
",-1
2020-10-29,108.98873,-7.413,22,3.0,"
	Pusat gempa dilaut 26 km BaratLaut Banyumas - Jateng
",-1
2020-10-30,111.14371,-8.584,38,3.2,"
	Pusat gempa di laut 45 km Tenggara PACITAN - JATIM
",0
2020-11-02,109.08208,-8.451,73,3.3,"
	Pusat gempa dilaut 80 km Tenggara CILACAP-JATENG
",-1
2020-11-03,109.53529,-7.801,21,2.9,"
	Pusat gempa dilaut 19 km BaratDaya KEBUMEN-JATENG, dirasakan di Kebumen I-II MMI
",-1
2020-11-04,110.37522,-8.7,18,2.9,"
	Pusat gempa di laut 82 km Barat Daya Gunung Kidul DIY
",0
2020-11-07,112.83595,-8.539,106,2.6,"
	Pusat gempa di laut 53 km Tenggara Kab. Malang - Jatim
",-1
2020-11-08,111.36059,-8.979,10,3.4,"
	Pusat gempa di laut, 93 km Tenggara PACITAN-JATIM
",-1
2020-11-10,110.97966,-8.87,22,3.3,"
	Pusat gempa dilaut 78 km BaratDaya PACITAN-JATIM
",0
2020-11-12,109.6766,-8.029,74,3.3,"
	Pusat gempa di laut 40 km Tenggara KEBUMEN-JATENG
",-1
2020-11-13,109.1794735,-5.6,11,0.0,,-1
2020-11-14,111.72861,-7.959,130,3.6,"
	Pusat gempa di darat 14 km TimurLaut TRENGGALEK - JATIM
",-1
2020-11-15,108.71078,-8.803,30,4.1,"
	Pusat gempa dilaut 124 km BaratDaya CILACAP-JATENG
",-1
2020-11-16,110.2562,-8.885,26,3.3,"
	Pusat gempa di laut 106 km BaratDaya GunungKidul-DIY
",0
2020-11-17,110.55637,-8.578,29,2.9,"
	Pusat gempa di laut, 65 km BaratDaya GUNUNGKIDUL-DIY
",0
2020-11-18,106.3074621,-5.8,11,0.0,,-1
2020-11-20,110.40715,-8.011,10,2.1,"
	Pusat gempa di Darat 13 km Tenggara BANTUL - DIY
",-1
2020-11-21,110.5611054,-6.9,11,0.0,,-1
2020-11-22,111.41843,-7.803,14,2.8,"
	Pusat gempa di darat, 8 km BaratLaut PONOROGO-JATIM
",-1
2020-11-29,109.28,-8.35,35,3.1,"
	Pusat gempa di laut 75 km Tenggara Cilacap-Jateng
",-1
2020-12-01,109.25,-8.4,29,3.3,"
	Pusat gempa di laut&nbsp;79 km Tenggara CILACAP-JATENG
",-1
2020-12-02,109.86,-8.88,29,3.6,"
	Pusat gempa di laut 121 km baratdaya Bantul - D.I Yogyakarta
",-1
2020-12-04,113.14,-8.95,30,3.0,"
	Pusat gempa di laut 82 km Selatan Tempeh - JATIM
",-1
2020-12-05,113.59,-8.14,10,2.5,"
	Pusat gempa didarat 12 km BaratLaut Jember - Jatim
",-1
2020-12-06,109.68,-8.47,15,2.6,"
	Pusat gempa di laut 89 km tenggara Kebumen JATENG
",-1
2020-12-07,112.84097,-8.359,29,2.8,"
	Pusat gempa di darat, 38 km Tenggara KAB-MALANG-JATIM
",-1
2020-12-08,110.30511,-8.872,18,3.2,"
	Pusat gempa di laut 103 BaratDaya GUNUNGKIDUL - DIY
",0
2020-12-10,108.70934,-7.1,10,3.9,"
	Pusat gempa di darat 28 km Tenggara KAB. KUNINGAN - JABAR
",-1
2020-12-11,111.44518,-8.602,83,3.1,"
	Pusat gempa di laut, 60 km Tenggara PACITAN-JATIM
",-1
2020-12-13,110.59894,-8.767,19,2.8,"
	Pusat gempa dilaut 85 km BaratDaya Gunungkidul
",0
2020-12-16,111.75965,-7.139,220,3.0,"
	Pusat gempa didarat 14 km BaratLaut BOJONEGORO-JATIM
",-1
2020-12-17,111.74629,-8.58,38,2.8,"
	Pusat gempa di laut, 55 km Tenggara TRENGGALEK-JATIM
",-1
2020-12-19,112.10249,-8.755,26,2.8,"
	PUSAT GEMPA DILAUT 70 KM BARAT DAYA KAB BLITAR JATIM
",-1
2020-12-21,108.90556,-8.435,19,3.3,"
	Pusat gempa di laut, 79 km BaratDaya CILACAP-JATENG
",-1
2020-12-24,110.12,-8.94,10,3.1,"
	Pusat gempa dilaut 118 km Selatan Bantul - DIY
",0
2020-12-25,110.44,-8.99,10,2.9,"
	Pusat gempa di laut 114 km BaraDaya PACITAN - JATIM
",0
2020-12-26,110.6,-7.77,20,1.9,"
	Pusat gempa di darat 7 km Selatan KLATEN - JATENG
",-1
2020-12-27,112.70811,-8.89,10,3.1,"Pusat gempa di laut, 85 km Tenggara KAB-MALANG-JATIM",-1
2020-12-29,110.35994,-8.831,25,3.2,"
	Pusat gempa di laut 97 km BaratDaya Gunungkidul - D.I Yogyakarta
",0
2020-12-30,110.72773,-8.575,18,3.2,"
	Pusat gempa dilaut 60 km BaratDaya PACITAN-JATIM
",0
